"Planet #","Name","X","Y","Tech Level","Inhabitants","Government","Description",
25,"Betierte"," (133","126)",3," Harmless Bony Felines"," Feudal"," The planet Betierte is famous for Betierteian shrew cutlet but plagued by frequent earthquakes. ",
26,"Ceenrama"," (92","240)",9," Human Colonials"," Dictatorship"," The planet Ceenrama is very noted for its exciting Zero-G cricket but cursed by deadly civil war. ",
27,"Enener"," (11","180)",4," Human Colonials"," Anarchy"," Enener is mildly well known for killer Xeones gargle blasters. ",
28,"Veanso"," (212","240)",9," Black Fat Felines"," Communist"," The world Veanso is reasonably noted for its inhabitants' eccentric shyness and its inhabitants' ingrained silliness. ",
29,"Isriveen"," (186","199)",4," Human Colonials"," Dictatorship"," The world Isriveen is notable for its unusual oceans and its inhabitants' eccentric love for tourists. ",
30,"Bireso"," (50","246)",4," Fierce Black Fat Felines"," Feudal"," This planet is a tedious place. ",
31,"Raormaor"," (157","103)",2," Human Colonials"," Multi-Government"," The planet Raormaor is a boring planet. ",
32,"Rigete"," (121","11)",6," Red Horned Birds"," Multi-Government"," This planet is fabled for its ancient Rigeteian On banana plantations. ",
33,"Onanorra"," (127","124)",9," Harmless Bony Felines"," Confederacy"," The planet Onanorra is famous for its fabulous monkey burgers but plagued by unpredictable civil war. ",
34,"Usvera"," (116","249)",10," Small Red Furry Humanoids"," Corporate State"," This planet is reasonably famous for its inhabitants' exceptional loathing of casinos. ",
35,"Ribior"," (243","52)",8," Harmless Frogs"," Communist"," This planet is mildly noted for the Ribiorian mountain slug but cursed by occasional earthquakes. ",
36,"Ontilain"," (63","153)",7," Human Colonials"," Anarchy"," This world is mildly well known for killer A'a'arbi gargle blasters and its ancient Ontilainian A'a'arbi banana plantations. ",
37,"Qutegequ"," (236","149)",6," Human Colonials"," Corporate State"," Qutegequ is a revolting dump. ",
38,"Anquerbi"," (90","163)",9," Black Bug-Eyed Birds"," Confederacy"," This world is mildly famous for its hoopy night life and its fabulous cuisine. ",
39,"Ateslete"," (198","144)",12," Insects"," Democracy"," This planet is plagued by deadly earthquakes. ",
40,"Usbimaqu"," (60","1)",9," Human Colonials"," Democracy"," This planet is reasonably famous for its inhabitants' exceptional love for tourists. ",
41,"Dirateri"," (218","139)",7," Red Bug-Eyed Lizards"," Feudal"," Dirateri is a revolting dump. ",
42,"Reesvere"," (94","156)",7," Black Horned Birds"," Dictatorship"," This world is mildly well known for Reesvereian wolf cutlet and its unusual oceans. ",
43,"Diatin"," (142","118)",3," Human Colonials"," Anarchy"," Diatin is reasonably well known for the Diatinian tree grub but plagued by frequent earthquakes. ",
44,"Esleve"," (203","172)",8," Human Colonials"," Communist"," This world is most fabled for its inhabitants' ingrained silliness but scourged by deadly civil war. ",
45,"Orermala"," (225","86)",4," Human Colonials"," Dictatorship"," This planet is beset by a lethal disease. ",
46,"Enbean"," (53","139)",6," Human Colonials"," Feudal"," This world is very fabled for its unusual dense forests. ",
47,"Atrexexe"," (129","91)",6," Human Colonials"," Multi-Government"," This world is very well known for Atrexexeian vicious brew and its inhabitants' ancient loathing of casinos. ",
48,"Betidi"," (130","2)",8," Human Colonials"," Multi-Government"," The planet Betidi is famous for its inhabitants' exceptional love for food blenders but scourged by dreadful solar activity. ",
49,"Isgeoror"," (88","109)",5," Furry Felines"," Confederacy"," The planet Isgeoror is very famous for its fabulous goat soup but ravaged by lethal spotted snails. ",
50,"Veesqu"," (217","25)",11," Human Colonials"," Corporate State"," The world Veesqu is scourged by a deadly disease. ",
51,"Isenes"," (154","58)",9," Blue Slimy Frogs"," Communist"," Isenes is reasonably well known for the Isenesian tree wolf but scourged by dreadful earthquakes. ",
52,"Laorusti"," (57","105)",5," Slimy Frogs"," Anarchy"," Laorusti is ravaged by dreadful civil war. ",
53,"Quandixe"," (87","200)",14," Human Colonials"," Corporate State"," Quandixe is ravaged by occasional solar activity. ",
54,"Maanusre"," (130","237)",7," Human Colonials"," Confederacy"," This world is very well known for its inhabitants' unusual mating traditions and its great parking meters. ",
55,"Enarines"," (142","136)",12," Rodents"," Democracy"," The planet Enarines is a boring world. ",
56,"Veed"," (9","76)",7," Large Yellow Furry Humanoids"," Democracy"," The planet Veed is reasonably noted for its inhabitants' eccentric shyness and its inhabitants' ingrained shyness. ",
57,"Ausaso"," (184","224)",6," Red Slimy Lobsters"," Feudal"," This world is most fabled for Ausasoian Leth brandy but cursed by deadly civil war. ",
58,"Eded"," (167","175)",5," Human Colonials"," Dictatorship"," This planet is plagued by deadly earthquakes. ",
59,"Erusat"," (216","64)",5," Human Colonials"," Anarchy"," The world Erusat is reasonably noted for its inhabitants' eccentric shyness and its inhabitants' ingrained silliness. ",
60,"Geondi"," (74","17)",10," Large Green Bony Felines"," Communist"," The planet Geondi is scourged by a deadly disease. ",
61,"Isanesle"," (16","173)",4," Human Colonials"," Dictatorship"," Isanesle is most famous for its vast oceans and its inhabitants' eccentric shyness. ",
62,"Ceerti"," (1","9)",6," Fierce Slimy Frogs"," Feudal"," This world is a revolting little planet. ",
63,"Vetebe"," (174","215)",3," Human Colonials"," Multi-Government"," Vetebe is a revolting little planet. ",
64,"Agebi"," (147","32)",11," Harmless Bony Felines"," Multi-Government"," The planet Agebi is a n unremarkable dump. ",
65,"Gegeso"," (185","166)",5," Large Lizards"," Confederacy"," The world Gegeso is reasonably noted for its fabulous goat burgers and the Gegesoian evil poet. ",
66,"Maraus"," (135","160)",14," Small Yellow Lizards"," Corporate State"," This world is very well known for Marausian shrew cutlet and the Marausian edible grub. ",
67,"Zalaxe"," (8","72)",9," Fierce Slimy Rodents"," Communist"," This world is a tedious place. ",
68,"Rabegema"," (188","226)",5," Human Colonials"," Anarchy"," The world Rabegema is reasonably famous for its inhabitants' ancient loathing of casinos. ",
69,"Xeatrien"," (203","195)",11," Human Colonials"," Corporate State"," This planet is beset by dreadful earthquakes. ",
70,"Xebeuson"," (114","30)",6," Large Green Fat Felines"," Confederacy"," The world Xebeuson is a boring world. ",
71,"Angeriri"," (159","8)",13," Red Lizards"," Democracy"," This world is plagued by frequent solar activity. ",
72,"Leriisis"," (222","190)",6," Human Colonials"," Democracy"," The planet Leriisis is reasonably noted for its inhabitants' exceptional love for food blenders and its fabulous cuisine. ",
73,"Orramaor"," (29","125)",2," Harmless Slimy Frogs"," Feudal"," This world is a tedious little planet. ",
74,"Orrienar"," (57","43)",7," Harmless Horned Lobsters"," Dictatorship"," This world is very notable for its inhabitants' ingrained shyness. ",
75,"Antiis"," (234","18)",7," Human Colonials"," Anarchy"," Antiis is a revolting dump. ",
76,"Bilain"," (80","29)",4," Human Colonials"," Communist"," This world is fabled for its unusual dense forests. ",
77,"Esisrela"," (71","204)",8," Human Colonials"," Dictatorship"," The planet Esisrela is scourged by a evil disease. ",
78,"Lecean"," (149","110)",3," Human Colonials"," Feudal"," This planet is very notable for the Leceanian tree ant and its inhabitants' ancient loathing of sit coms. ",
79,"Gelesoma"," (34","219)",7," Human Colonials"," Multi-Government"," The planet Gelesoma is cursed by dreadful civil war. ",
80,"Rasoso"," (171","103)",4," Human Colonials"," Multi-Government"," This world is ravaged by occasional solar activity. ",
81,"Ataneris"," (162","39)",5," Green Furry Felines"," Confederacy"," This planet is very notable for its inhabitants' weird shyness and the Atanerisian edible moth. ",
82,"Estiri"," (125","144)",12," Human Colonials"," Corporate State"," The world Estiri is a boring world. ",
83,"Beerxe"," (62","94)",5," Black Slimy Lobsters"," Communist"," This world is noted for its unusual sit coms. ",
84,"Quzabibi"," (199","2)",8," Furry Insects"," Anarchy"," This planet is plagued by frequent solar activity. ",
85,"Enonedar"," (70","134)",7," Human Colonials"," Corporate State"," This world is fabled for its ancient mountains. ",
86,"Xezaerti"," (42","56)",12," Human Colonials"," Confederacy"," This world is very fabled for its weird volcanoes. ",
87,"Inlaoran"," (247","16)",13," Red Insects"," Democracy"," Inlaoran is mildly notable for Inlaoranian evil juice. ",
88,"Esrixear"," (187","89)",12," Small Yellow Horned Lobsters"," Democracy"," Esrixear is reasonably well known for the Esrixearian spotted wolf but beset by deadly solar activity. ",
89,"Maedrebe"," (10","98)",8," Small Slimy Lobsters"," Feudal"," This world is a tedious place. ",
90,"Anisinza"," (19","14)",6," Human Colonials"," Dictatorship"," The world Anisinza is scourged by a deadly disease. ",
91,"Reonen"," (196","236)",1," Human Colonials"," Anarchy"," This world is reasonably notable for its great volcanoes but plagued by lethal spotted batoids. ",
92,"Erxebe"," (223","210)",10," Black Furry Humanoids"," Communist"," The world Erxebe is reasonably fabled for its exciting sit coms and its inhabitants' exceptional loathing of food blenders. ",
93,"Istiteat"," (135","179)",9," Human Colonials"," Dictatorship"," Istiteat is ravaged by dreadful civil war. ",
94,"Zaatso"," (241","188)",3," Fierce Blue Furry Humanoids"," Feudal"," The planet Zaatso is reasonably noted for its inhabitants' exceptional love for tourists and its great volcanoes. ",
95,"Edrilain"," (222","103)",3," Human Colonials"," Multi-Government"," The planet Edrilain is mildly notable for Edrilainian lethal water. ",
96,"Xeer"," (204","213)",3," Large Yellow Bug-Eyed Frogs"," Multi-Government"," Xeer is a revolting little planet. ",
97,"Soinsoan"," (20","240)",10," Fierce Fat Insects"," Confederacy"," This world is very fabled for its unusual tropical forests. ",
98,"Reatte"," (187","231)",7," Black Fat Felines"," Corporate State"," The planet Reatte is mildly notable for Reatteian lethal brandy. ",
99,"Argema"," (60","124)",5," Small Slimy Lizards"," Communist"," Argema is most noted for its inhabitants' eccentric love for tourists and its great tropical forests. ",
100,"Esreates"," (90","203)",6," Human Colonials"," Anarchy"," Esreates is cursed by dreadful civil war. ",
101,"Arceores"," (201","17)",11," Human Colonials"," Corporate State"," The world Arceores is notable for the Arceoresian edible arts graduate and its great volcanoes. ",
102,"Esditi"," (169","57)",10," Small Black Slimy Frogs"," Confederacy"," The planet Esditi is a n unremarkable dump. ",
103,"Cerianon"," (151","160)",13," Fierce Harmless Rodents"," Democracy"," The planet Cerianon is a n unremarkable dump. ",
104,"Qulaaon"," (159","27)",10," Human Colonials"," Democracy"," The planet Qulaaon is a n unremarkable dump. ",
105,"Celaqula"," (127","143)",4," Fierce Blue Slimy Frogs"," Feudal"," This world is mildly famous for its unusual sit coms and the Celaqulaian spotted wolf. ",
106,"Zarareso"," (53","90)",8," Fierce Green Insects"," Dictatorship"," The planet Zarareso is cursed by dreadful civil war. ",
107,"Esrire"," (103","206)",4," Human Colonials"," Anarchy"," Esrire is cursed by killer edible arts graduates. ",
108,"Geusxe"," (246","46)",5," Human Colonials"," Communist"," Geusxe is very notable for its inhabitants' ingrained shyness. ",
109,"Oresatra"," (206","98)",9," Human Colonials"," Dictatorship"," The planet Oresatra is mildly well known for its exotic cuisine. ",
110,"Ervean"," (20","241)",5," Human Colonials"," Feudal"," This planet is a tedious place. ",
111,"Labeinla"," (226","123)",7," Human Colonials"," Multi-Government"," This world is a revolting little planet. ",
112,"Lavele"," (245","108)",5," Human Colonials"," Multi-Government"," This planet is most notable for its fabulous Rearce juice but plagued by a lethal disease. ",
113,"Ceraso"," (13","1)",10," Fierce Yellow Fat Humanoids"," Confederacy"," The planet Ceraso is reasonably fabled for its exciting sit coms and its inhabitants' exceptional love for food blenders. ",
114,"Tezaxe"," (64","167)",4," Human Colonials"," Corporate State"," The world Tezaxe is mildly noted for the Tezaxeian mountain lobstoid but beset by dreadful earthquakes. ",
115,"Esaan"," (3","162)",10," Small Bug-Eyed Lizards"," Communist"," This world is a tedious place. ",
116,"Onerzara"," (116","59)",4," Green Lizards"," Anarchy"," The world Onerzara is reasonably famous for the Onerzaraian spotted shrew. ",
117,"Arzageat"," (84","100)",7," Human Colonials"," Corporate State"," This world is very notable for the Arzageatian tree snake and Arzageatian shrew cutlet. ",
118,"Orreedon"," (241","35)",8," Human Colonials"," Confederacy"," The planet Orreedon is most famous for the Orreedonian deadly goat and its pink Orreedonian Re Reweed plantations. ",
119,"Bionbiin"," (127","184)",13," Fierce Harmless Frogs"," Democracy"," Bionbiin is well known for the Bionbiinian tree ant but cursed by vicious mountain beasts. ",
120,"Encezais"," (140","6)",4," Blue Horned Birds"," Democracy"," This world is ravaged by dreadful civil war. ",
121,"Soesdiri"," (125","4)",3," Fierce Black Bug-Eyed Birds"," Feudal"," Soesdiri is ravaged by unpredictable civil war. ",
122,"Vegeedat"," (158","13)",6," Human Colonials"," Dictatorship"," The planet Vegeedat is a boring world. ",
123,"Inlabe"," (209","184)",6," Human Colonials"," Anarchy"," This planet is plagued by frequent solar activity. ",
124,"Isbior"," (149","51)",7," Red Insects"," Communist"," This world is plagued by deadly earthquakes. ",
125,"Israa"," (29","217)",9," Human Colonials"," Dictatorship"," Israa is mildly well known for its hoopy night life and Israaian lethal brandy. ",
126,"Gebeti"," (0","15)",1," Large Green Lizards"," Feudal"," Gebeti is very fabled for its ancient Gebetiian Et banana plantations. ",
127,"Qulearbi"," (47","23)",4," Human Colonials"," Multi-Government"," The world Qulearbi is mildly noted for the Qulearbiian mountain lobstoid but beset by frequent solar activity. ",
128,"Atxequ"," (38","42)",8," Fat Humanoids"," Multi-Government"," Atxequ is mildly well known for its hoopy casinos and its exotic night life. ",
129,"Mararere"," (142","90)",10," Small Red Fat Insects"," Confederacy"," This planet is very notable for the Mararereian edible grub and the Mararereian tree wolf. ",
130,"Ataer"," (14","206)",7," Slimy Frogs"," Corporate State"," Ataer is very fabled for its unusual oceans. ",
131,"Erenra"," (145","208)",10," Red Bug-Eyed Frogs"," Communist"," This planet is very well known for its inhabitants' unusual silliness and vicious Mare brew. ",
132,"Riaronus"," (23","84)",4," Human Colonials"," Anarchy"," Riaronus is mildly well known for vicious Iliton brew. ",
133,"Enqurale"," (232","127)",4," Human Colonials"," Corporate State"," This planet is mildly fabled for the Enquraleian mountain poet but scourged by dreadful solar activity. ",
134,"Erbieder"," (1","244)",7," Red Furry Humanoids"," Confederacy"," Erbieder is most famous for its vast dense forests and its fabulous cuisine. ",
135,"Aededle"," (176","88)",10," Red Slimy Lobsters"," Democracy"," This world is ravaged by unpredictable civil war. ",
136,"Bedilexe"," (129","24)",11," Human Colonials"," Democracy"," The planet Bedilexe is a n unremarkable planet. ",
137,"Atlaeser"," (2","193)",7," Red Bony Birds"," Feudal"," The planet Atlaeser is most famous for its vast dense forests and its great parking meters. ",
138,"Aesarge"," (80","41)",8," Blue Bug-Eyed Birds"," Dictatorship"," This planet is noted for its exotic fish meat. ",
139,"Tizaon"," (3","170)",8," Human Colonials"," Anarchy"," This planet is mildly noted for its pink oceans but scourged by dreadful earthquakes. ",
140,"Teed"," (187","223)",5," Human Colonials"," Communist"," This planet is notable for the Teedian edible moth and the Teedian edible arts graduate. ",
141,"Esverara"," (116","24)",9," Human Colonials"," Dictatorship"," The world Esverara is a dull world. ",
142,"Onusan"," (180","20)",2," Human Colonials"," Feudal"," Onusan is famous for its inhabitants' ancient loathing of casinos but plagued by frequent earthquakes. ",
143,"Sobiatri"," (195","59)",8," Human Colonials"," Multi-Government"," This world is reasonably notable for its fabulous cuisine but beset by evil tree snakes. ",
144,"Vebian"," (94","17)",9," Human Colonials"," Multi-Government"," This world is mildly famous for its hoopy night life and its exotic cuisine. ",
145,"Orinriza"," (151","251)",10," Black Fat Humanoids"," Confederacy"," Orinriza is famous for its exotic fish meat but scourged by deadly solar activity. ",
146,"Aenbi"," (36","94)",5," Human Colonials"," Corporate State"," This world is a revolting little planet. ",
147,"Ondira"," (231","6)",6," Green Bug-Eyed Birds"," Communist"," Ondira is a revolting dump. ",
148,"Zaanxege"," (66","20)",3," Fierce Blue Felines"," Anarchy"," This planet is a dull place. ",
149,"Xeusreor"," (131","98)",12," Human Colonials"," Corporate State"," Xeusreor is well known for the Xeusreorian tree wolf but scourged by deadly solar activity. ",
150,"Ertius"," (217","174)",5," Human Colonials"," Confederacy"," This world is reasonably well known for its great dense forests but scourged by frequent civil war. ",
151,"Arberi"," (40","128)",10," Large Yellow Slimy Rodents"," Democracy"," The world Arberi is scourged by a evil disease. ",
152,"Andibia"," (126","83)",9," Harmless Furry Rodents"," Democracy"," The planet Andibia is famous for Andibiaian wolf meat but beset by deadly edible moths. ",
153,"Georinar"," (15","198)",5," Large Blue Bug-Eyed Birds"," Feudal"," The world Georinar is scourged by a evil disease. ",
154,"Atuszais"," (74","172)",7," Human Colonials"," Dictatorship"," The world Atuszais is mildly fabled for the Atuszaisian mountain slug but ravaged by a vicious disease. ",
155,"Arinra"," (253","164)",2," Human Colonials"," Anarchy"," This planet is most notable for its fabulous cuisine but plagued by lethal spotted batoids. ",
156,"Areson"," (106","52)",7," Small Green Rodents"," Communist"," The world Areson is a boring world. ",
157,"Iserxeer"," (212","31)",2," Human Colonials"," Dictatorship"," The world Iserxeer is reasonably noted for Zero-G hockey and its inhabitants' ingrained silliness. ",
158,"Xeraso"," (48","2)",6," Large Horned Birds"," Feudal"," This world is very notable for the Xerasoian edible moth. ",
159,"Tegeonon"," (159","231)",4," Human Colonials"," Multi-Government"," Tegeonon is well known for its inhabitants' weird silliness but cursed by deadly civil war. ",
160,"Xeleza"," (159","31)",4," Large Slimy Lizards"," Multi-Government"," The planet Xeleza is mildly notable for killer Nustza juice. ",
161,"Aislaxe"," (41","228)",7," Black Furry Rodents"," Confederacy"," This planet is a tedious place. ",
162,"Rainza"," (130","85)",8," Blue Insects"," Corporate State"," This world is ravaged by occasional solar activity. ",
163,"Veis"," (5","68)",6," Black Bug-Eyed Lobsters"," Communist"," This planet is mildly noted for its pink Arit tulip plantations but plagued by a vicious disease. ",
164,"Becedibi"," (245","125)",1," Human Colonials"," Anarchy"," The planet Becedibi is most famous for the Becedibiian deadly lobstoid and its pink Inet plant plantations. ",
165,"Qureaed"," (38","13)",8," Human Colonials"," Corporate State"," Qureaed is most famous for its vast oceans and its fabulous monkey burgers. ",
166,"Tierus"," (120","79)",3," Lizards"," Confederacy"," The world Tierus is a boring world. ",
167,"Orbelaxe"," (232","48)",10," Slimy Frogs"," Democracy"," This planet is most fabled for its inhabitants' ingrained shyness but cursed by dreadful solar activity. ",
168,"Inzabeza"," (130","181)",7," Human Colonials"," Democracy"," This planet is fabled for its fabulous vicious Bi gargle blasters. ",
169,"Isveedin"," (164","19)",5," Green Rodents"," Feudal"," This planet is beset by a lethal disease. ",
170,"Quonbi"," (140","152)",9," Fat Felines"," Dictatorship"," The world Quonbi is reasonably famous for the Quonbiian spotted leopard. ",
171,"Cemaer"," (192","166)",1," Human Colonials"," Anarchy"," The planet Cemaer is mildly notable for Cemaerian Arusno water. ",
172,"Isare"," (161","48)",10," Human Colonials"," Communist"," The planet Isare is mildly notable for killer Re gargle blasters. ",
173,"Orxetibe"," (59","238)",6," Human Colonials"," Dictatorship"," This world is very notable for its inhabitants' weird shyness. ",
174,"Reoran"," (115","215)",4," Human Colonials"," Feudal"," This planet is reasonably noted for its inhabitants' exceptional love for food blenders. ",
175,"Oredveus"," (195","27)",8," Human Colonials"," Multi-Government"," Oredveus is a revolting dump. ",
176,"Tilala"," (232","86)",2," Human Colonials"," Multi-Government"," The planet Tilala is reasonably noted for its inhabitants' eccentric shyness and Tilalaian Etonle brandy. ",
177,"Dicelaso"," (66","21)",7," Green Rodents"," Confederacy"," The planet Dicelaso is scourged by a deadly disease. ",
178,"Xeonar"," (39","181)",9," Human Colonials"," Corporate State"," The world Xeonar is scourged by a evil disease. ",
179,"Laindi"," (236","138)",7," Black Insects"," Communist"," The world Laindi is scourged by deadly tree snakes. ",
180,"Essoat"," (47","141)",3," Small Horned Lobsters"," Anarchy"," This world is very notable for its inhabitants' ingrained shyness. ",
181,"Qudior"," (209","128)",12," Human Colonials"," Corporate State"," This planet is beset by deadly earthquakes. ",
182,"Soleuser"," (224","217)",9," Human Colonials"," Confederacy"," This planet is most fabled for its inhabitants' ingrained shyness but cursed by dreadful solar activity. ",
183,"Quraa"," (240","104)",10," Slimy Lizards"," Democracy"," This world is a tedious little planet. ",
184,"Zarausxe"," (143","64)",13," Fierce Red Insects"," Democracy"," This planet is notable for its great tropical forests and Zero-G hockey. ",
185,"Onarmala"," (194","168)",8," Yellow Horned Humanoids"," Feudal"," Onarmala is a n unremarkable dump. ",
186,"Inreerar"," (21","235)",7," Human Colonials"," Dictatorship"," This world is a revolting dump. ",
187,"Usxela"," (74","176)",7," Human Colonials"," Anarchy"," Usxela is most noted for the Usxelaian deadly goat and its hoopy casinos. ",
188,"Tidice"," (96","213)",4," Furry Rodents"," Communist"," The planet Tidice is very famous for its unusual casinos but beset by dreadful earthquakes. ",
189,"Isdilaon"," (170","133)",6," Human Colonials"," Dictatorship"," Isdilaon is reasonably well known for its great dense forests but beset by deadly tree snakes. ",
190,"Leveti"," (127","149)",4," Large Harmless Horned Lobsters"," Feudal"," Leveti is reasonably notable for its great tropical forests but cursed by dreadful solar activity. ",
191,"Ribiraor"," (48","215)",1," Human Colonials"," Multi-Government"," This world is very fabled for the Ribiraorian edible poet. ",
192,"Belere"," (57","180)",5," Harmless Furry Rodents"," Multi-Government"," This world is very notable for the Belereian edible moth. ",
193,"Becetela"," (227","142)",7," Green Furry Rodents"," Confederacy"," This world is a revolting little planet. ",
194,"Tiared"," (21","124)",8," Green Bug-Eyed Birds"," Corporate State"," Tiared is most famous for its pink Tiaredian Loa' Loa'weed plantations and Zero-G hockey. ",
195,"Teabi"," (154","216)",11," Green Horned Lizards"," Communist"," This planet is very notable for the Teabiian tree wolf and its pink oceans. ",
196,"Usleance"," (242","70)",3," Human Colonials"," Anarchy"," This planet is most fabled for its inhabitants' eccentric shyness but cursed by occasional earthquakes. ",
197,"Xegearer"," (133","187)",9," Human Colonials"," Corporate State"," This planet is very notable for its inhabitants' weird shyness and its inhabitants' eccentric love for poetry. ",
198,"Riorusle"," (16","74)",8," Horned Birds"," Confederacy"," This world is noted for its exciting sit coms. ",
199,"Gedienza"," (65","40)",11," Large Harmless Bug-Eyed Birds"," Democracy"," This world is very fabled for the Gedienzaian edible poet. ",
200,"Ceteceso"," (164","242)",8," Human Colonials"," Democracy"," The planet Ceteceso is a boring planet. ",
201,"Esvesoso"," (103","133)",4," Small Red Horned Lobsters"," Feudal"," The world Esvesoso is a dull place. ",
202,"Ceraxete"," (231","167)",5," Fierce Harmless Slimy Frogs"," Dictatorship"," The world Ceraxete is beset by a evil disease. ",
203,"Beatle"," (156","194)",5," Human Colonials"," Anarchy"," Beatle is famous for its exotic fish meat but scourged by deadly civil war. ",
204,"Qugeza"," (166","33)",10," Human Colonials"," Communist"," The planet Qugeza is most well known for its exotic cuisine. ",
205,"Esaqube"," (33","228)",6," Human Colonials"," Dictatorship"," This planet is a dull world. ",
206,"Ismaan"," (83","58)",9," Human Colonials"," Feudal"," The world Ismaan is mildly noted for its ancient mountains but ravaged by occasional solar activity. ",
207,"Mamaanat"," (228","27)",5," Human Colonials"," Multi-Government"," The world Mamaanat is beset by a evil disease. ",
208,"Edcea"," (145","59)",6," Human Colonials"," Multi-Government"," Edcea is reasonably notable for its fabulous cuisine but plagued by evil tree wolfs. ",
209,"Leisinma"," (12","79)",3," Large Harmless Bony Birds"," Confederacy"," This planet is most fabled for its inhabitants' ingrained silliness but beset by deadly edible grubs. ",
210,"Ladire"," (75","172)",10," Human Colonials"," Corporate State"," The planet Ladire is scourged by killer edible arts graduates. ",
211,"Maarbi"," (16","46)",3," Small Red Frogs"," Communist"," The planet Maarbi is most noted for the Maarbiian mountain lobstoid and the Maarbiian evil talking treeoid. ",
212,"Reenri"," (61","166)",2," Yellow Bony Humanoids"," Anarchy"," The world Reenri is mildly fabled for its inhabitants' eccentric shyness but cursed by occasional earthquakes. ",
213,"Enatzaus"," (64","190)",5," Human Colonials"," Corporate State"," The world Enatzaus is very noted for its pink oceans but cursed by unpredictable earthquakes. ",
214,"Riareror"," (8","164)",6," Human Colonials"," Confederacy"," This world is a revolting little planet. ",
215,"Raondile"," (217","112)",11," Bug-Eyed Frogs"," Democracy"," This planet is plagued by deadly earthquakes. ",
216,"Ditearra"," (193","205)",6," Harmless Fat Humanoids"," Democracy"," The world Ditearra is reasonably noted for its inhabitants' exceptional loathing of casinos. ",
217,"Anquarle"," (148","170)",6," Blue Frogs"," Feudal"," Anquarle is reasonably notable for its weird tropical forests but scourged by frequent civil war. ",
218,"Sobeteve"," (1","202)",8," Human Colonials"," Dictatorship"," The world Sobeteve is beset by dreadful earthquakes. ",
219,"Biorve"," (182","220)",3," Human Colonials"," Anarchy"," This planet is notable for the Biorveian edible poet and its exciting sit coms. ",
220,"Zaerma"," (117","22)",4," Fierce Green Bony Lobsters"," Communist"," The world Zaerma is a dull world. ",
221,"Isesusa"," (161","11)",7," Human Colonials"," Dictatorship"," This world is plagued by occasional solar activity. ",
